"replicates","emergence_time","fullname","round","diet","conditions","subreplicates"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",227,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",228,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",228,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",228,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",228,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",229,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",229,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",229,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",230,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",230,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",230,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",230,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",231,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",232,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",232,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",233,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",233,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",233,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",234,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",235,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",249,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",251,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",251,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",252,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",252,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",253,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",253,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",255,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",255,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",259,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",259,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1a",275,"hsd_selection_round2.csv",2,"hsd","selection","1a"
"v1b",227,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",228,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",229,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",229,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",229,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",229,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",230,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",230,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",230,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",233,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",236,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",249,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",249,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",252,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",253,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1b",275,"hsd_selection_round2.csv",2,"hsd","selection","1b"
"v1c",227,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",227,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",227,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",227,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",228,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",228,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",229,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",230,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",230,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",230,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",230,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",231,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",231,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",231,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",231,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",232,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",232,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",233,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",235,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",235,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",235,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",236,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",236,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",236,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",237,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",249,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",251,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",252,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",253,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",275,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v1c",298,"hsd_selection_round2.csv",2,"hsd","selection","1c"
"v2a",276,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",277,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",280,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",280,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",280,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",280,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",282,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",297,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",298,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",299,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",300,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",301,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",301,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",302,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",302,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",302,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",303,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",303,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",303,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",303,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",304,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",304,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",304,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",305,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",305,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",305,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",306,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2a",308,"hsd_selection_round2.csv",2,"hsd","selection","2a"
"v2b",281,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",297,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",298,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",298,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",298,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",298,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",298,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",299,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",299,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",300,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",300,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",300,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",300,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",301,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",301,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",301,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",302,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",302,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",303,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",303,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",304,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",305,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",305,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",305,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",305,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",306,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",306,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",306,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",307,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",307,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",308,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2b",308,"hsd_selection_round2.csv",2,"hsd","selection","2b"
"v2c",276,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",277,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",280,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",282,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",285,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",297,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",297,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",297,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",299,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",300,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",301,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",301,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",301,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",301,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",303,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",304,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v2c",305,"hsd_selection_round2.csv",2,"hsd","selection","2c"
"v3a",277,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",282,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",282,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",283,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",283,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",297,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",297,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",298,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",298,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",298,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",299,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",299,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",299,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",300,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",300,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",301,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",301,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",301,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",302,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",303,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",303,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",303,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",305,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",306,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",306,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",306,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",306,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",307,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",307,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3a",309,"hsd_selection_round2.csv",2,"hsd","selection","3a"
"v3b",277,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",278,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",278,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",278,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",281,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",282,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",284,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",297,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",298,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",298,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",298,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",298,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",299,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",299,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",299,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",299,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",300,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",300,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",300,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",301,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",302,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",303,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",304,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",304,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",304,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",304,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",305,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",306,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",306,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",306,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",306,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",307,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",307,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",307,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",308,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3b",308,"hsd_selection_round2.csv",2,"hsd","selection","3b"
"v3c",275,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",279,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",279,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",281,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",282,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",282,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",282,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",283,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",284,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",297,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",298,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",299,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",299,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",300,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",300,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",300,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",301,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",301,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",301,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",301,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",302,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",302,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",302,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",303,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",304,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",304,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",306,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",307,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",307,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",307,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",308,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",309,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v3c",309,"hsd_selection_round2.csv",2,"hsd","selection","3c"
"v4a",275,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",279,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",281,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",282,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",282,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",284,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",297,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",298,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",299,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",299,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",299,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",299,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",300,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",300,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",300,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",301,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",301,"hsd_selection_round2.csv",2,"hsd","selection","4a"
"v4a",302,"hsd_selection_round2.csv",2,"hsd","selection","4a"
