"replicates","emergence_time","fullname","round","diet","conditions","subreplicates"
"v10c",261,"nsd_noselection_round2.csv",2,"nsd","noselection","10c"
"v1a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",251,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1a",255,"nsd_noselection_round3.csv",3,"nsd","noselection","1a"
"v1b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",231,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","1b"
"v1c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",226,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",231,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v1c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","1c"
"v2a",209,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",230,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",235,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",235,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",251,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2a",254,"nsd_noselection_round3.csv",3,"nsd","noselection","2a"
"v2b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",237,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2b",251,"nsd_noselection_round3.csv",3,"nsd","noselection","2b"
"v2c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","2c"
"v2c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","2c"
"v2c",235,"nsd_noselection_round3.csv",3,"nsd","noselection","2c"
"v2c",250,"nsd_noselection_round3.csv",3,"nsd","noselection","2c"
"v2c",260,"nsd_noselection_round3.csv",3,"nsd","noselection","2c"
"v3a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",232,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",232,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",235,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","3a"
"v3b",213,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",230,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",232,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",232,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",236,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",236,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",250,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3b",251,"nsd_noselection_round3.csv",3,"nsd","noselection","3b"
"v3c",211,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",212,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",226,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",233,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v3c",236,"nsd_noselection_round3.csv",3,"nsd","noselection","3c"
"v4a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",232,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",236,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4a",251,"nsd_noselection_round3.csv",3,"nsd","noselection","4a"
"v4b",180,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",234,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",234,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","4b"
"v4c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v4c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","4c"
"v5a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","5a"
"v5b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",226,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",231,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",231,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",232,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",232,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",233,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",234,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",234,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5b",260,"nsd_noselection_round3.csv",3,"nsd","noselection","5b"
"v5c",212,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",231,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",254,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",254,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v5c",258,"nsd_noselection_round3.csv",3,"nsd","noselection","5c"
"v6a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",226,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",233,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",233,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",233,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6a",254,"nsd_noselection_round3.csv",3,"nsd","noselection","6a"
"v6b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",227,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",231,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6b",255,"nsd_noselection_round3.csv",3,"nsd","noselection","6b"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",226,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",226,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",226,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",227,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",230,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",231,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",253,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v6c",253,"nsd_noselection_round3.csv",3,"nsd","noselection","6c"
"v7a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",227,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",230,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",231,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",233,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",233,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",234,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",235,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",254,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",254,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7a",258,"nsd_noselection_round3.csv",3,"nsd","noselection","7a"
"v7b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","7b"
"v7b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","7b"
"v7b",228,"nsd_noselection_round3.csv",3,"nsd","noselection","7b"
"v7b",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7b"
"v7b",251,"nsd_noselection_round3.csv",3,"nsd","noselection","7b"
"v7c",225,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",228,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",229,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",232,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",234,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v7c",249,"nsd_noselection_round3.csv",3,"nsd","noselection","7c"
"v8a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","8a"
"v8a",225,"nsd_noselection_round3.csv",3,"nsd","noselection","8a"
